_id,180005;Chacalluta,Arica Ap.;18deg 21' 5'' S;63;2018;5;1;19.0;22.7
1,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;2;18.6;22.1
2,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;3;18.0;23.8
3,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;4;19.1;23.3
4,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;5;17.4;23.1
5,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;6;18.6;22.9
6,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;7;19.0;22.2
7,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;8;18.3;21.6
8,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;9;17.5;23.1
9,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;10;18.9;22.6
10,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;11;14.8;21.3
11,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;12;17.9;22.4
12,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;13;16.4;22.0
13,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;14;17.9;22.2
14,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;15;18.3;21.6
15,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;16;17.1;20.2
16,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;17;17.2;21.4
17,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;18;17.3;20.7
18,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;19;16.8;
19,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;20;16.6;20.6
20,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;21;;
21,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;22;13.4;20.3
22,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;23;17.1;20.6
23,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;24;17.9;20.3
24,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;25;17.4;19.2
25,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;26;17.2;20.6
26,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;27;17.9;20.0
27,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;28;18.2;20.8
28,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;29;18.1;21.6
29,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;30;16.9;23.1
30,180005;Chacalluta,Arica Ap.;18° 21' 5'' S;63;2018;5;31;17.9;20.4
31,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;1;18.8;22.6,
32,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;2;16.2;21.3,
33,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;3;17.6;22.4,
34,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;4;16.5;20.9,
35,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;5;18.1;22.3,
36,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;6;15.8;21.8,
37,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;7;16.7;21.7,
38,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;8;16.9;19.8,
39,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;9;17.1;22.0,
40,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;10;16.1;22.3,
41,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;11;13.9;20.1,
42,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;12;18.0;20.0,
43,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;13;14.7;20.5,
44,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;14;14.3;20.4,
45,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;15;13.7;20.0,
46,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;16;15.1;19.6,
47,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;17;14.6;19.4,
48,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;18;16.2;19.9,
49,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;19;15.7;19.4,
50,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;20;17.2;19.9,
51,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;21;15.4;19.9,
52,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;22;12.9;19.9,
53,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;23;14.8;19.1,
54,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;24;15.3;18.8,
55,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;25;14.9;18.6,
56,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;26;16.0;18.8,
57,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;27;15.9;18.8,
58,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;28;16.4;18.8,
59,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;29;15.3;19.8,
60,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;30;13.5;18.9,
61,200006;Diego Aracena Iquique Ap.;20° 32' 23'' S;52;2018;5;31;15.5;18.5,
62,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;1;3.4;26.2
63,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;2;3.3;26.6
64,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;3;3.5;24.7
65,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;4;2.4;24.3
66,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;5;0.2;25.2
67,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;6;0.9;24.2
68,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;7;1.7;23.6
69,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;8;7.2;22.4
70,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;9;2.9;20.3
71,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;10;1.7;19.2
72,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;11;-0.6;23.8
73,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;12;0.3;22.7
74,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;13;0.9;21.7
75,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;14;3.1;21.8
76,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;15;0.6;22.8
77,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;16;0.9;24.2
78,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;17;1.7;24.0
79,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;18;3.1;22.2
80,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;19;3.3;24.0
81,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;20;-1.5;22.7
82,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;21;0.4;21.5
83,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;22;-0.5;21.6
84,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;23;-2.9;21.6
85,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;24;-1.7;21.2
86,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;25;-1.2;22.3
87,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;26;3.5;23.8
88,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;27;2.7;22.3
89,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;28;2.1;22.3
90,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;29;2.6;21.0
91,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;30;0.1;20.8
92,220002;El Loa,Calama Ad.;22° 29' 43'' S;2293;2018;5;31;-1.0;19.7
93,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;1;15.3;18.1,
94,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;2;13.6;17.7,
95,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;3;14.7;17.9,
96,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;4;11.8;18.4,
97,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;5;13.7;19.3,
98,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;6;12.3;19.2,
99,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;7;12.6;18.6,
100,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;8;13.6;18.0,
101,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;9;15.3;19.9,
102,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;10;13.9;18.1,
103,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;11;13.5;16.9,
104,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;12;14.3;18.0,
105,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;13;13.0;18.2,
106,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;14;11.2;18.5,
107,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;15;11.3;17.8,
108,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;16;12.4;17.6,
109,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;17;12.0;17.2,
110,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;18;13.4;18.2,
111,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;19;12.3;19.2,
112,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;20;14.8;19.6,
113,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;21;15.1;18.5,
114,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;22;11.1;16.8,
115,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;23;12.2;17.0,
116,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;24;13.4;16.8,
117,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;25;12.9;16.3,
118,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;26;13.3;16.2,
119,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;27;11.8;16.2,
120,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;28;12.7;16.1,
121,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;29;14.3;17.4,
122,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;30;12.7;16.2,
123,230001;Cerro Moreno Antofagasta Ap.;23° 27' 1'' S;113;2018;5;31;14.1;16.6,
124,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;1;21.9;25.8,
125,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;2;22.5;26.4,
126,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;3;20.8;26.3,
127,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;4;19.5;24.8,
128,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;5;19.3;24.6,
129,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;6;15.6;25.0,
130,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;7;18.0;25.3,
131,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;8;21.1;25.4,
132,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;9;18.5;23.3,
133,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;10;17.3;24.5,
134,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;11;19.0;23.4,
135,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;12;14.4;23.5,
136,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;13;16.6;24.8,
137,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;14;20.6;23.9,
138,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;15;19.7;23.3,
139,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;16;14.0;23.9,
140,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;17;19.2;24.2,
141,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;18;19.6;24.3,
142,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;19;18.2;22.9,
143,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;20;17.6;23.0,
144,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;21;18.0;21.9,
145,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;22;12.8;21.6,
146,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;23;18.0;23.7,
147,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;24;18.5;22.4,
148,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;25;14.5;23.1,
149,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;26;19.5;24.0,
150,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;27;20.4;23.7,
151,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;28;21.1;24.2,
152,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;29;20.2;24.0,
153,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;30;18.9;23.9,
154,270001;Mataveri Isla de Pascua Ap.;27° 9' 38'' S;48;2018;5;31;19.2;22.8,
155,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;1;10.9;17.3
156,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;2;10.1;17.1
157,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;3;11.3;16.4
158,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;4;12.6;17.9
159,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;5;12.0;18.2
160,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;6;13.2;19.7
161,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;7;9.3;20.3
162,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;8;10.7;18.8
163,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;9;7.5;20.3
164,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;10;9.3;21.4
165,270008;Desierto de Atacama,Caldera Ad.;27° 15' 50'' S;204;2018;5;11;8.3;22.6
